Run,niche,niche_category,source_folder,my_host,my_host[number],host_category,author,exp_type_location,16S_region,doi,DNA_isolation_method,country_of_sampling,seq_platforrm,the most abundant kingdom,the most abundant phylum,the most abundant class,the most abundant order,the most abundant family,the most abundant genus,the most abundant species/strain,the most abundant ASV,Actino_enrichment
ERR8058550,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058555,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058568,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058571,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058590,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058604,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058611,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058616,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058619,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058620,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058621,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058627,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058636,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058637,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058770,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8057793,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8057795,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058216,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058220,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058226,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058228,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058232,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058240,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058244,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058245,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058246,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058255,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058264,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058285,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058288,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058290,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058296,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058305,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058326,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058381,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058424,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058460,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058470,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058477,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058490,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058528,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058535,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058543,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058561,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058565,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058618,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058624,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058625,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058629,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058630,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8057884,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
ERR8058219,leaf,leaf,apple-Papp-Phytob,apple,apple[01],tree,Papp,field,799R-1193R,https//doi.org/10.1094/PBIOMES-10-21-0061-R,Dneasy Plant,UK,Novaseq,,,,,,,,,not_assessed
SRR454138,AtLer27K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Massilia,Ralstonia_solanacearum_MolK2,ASV_33,rhizosphere_enriched
SRR454129,AtLer15K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Rhizobium_leguminosarum_bv._viciae_UPM1131,ASV_47,rhizosphere_enriched
SRR454148,AtSha15K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Actinobacteriota,Actinobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Actinocorallia_herbida,ASV_604,rhizosphere_enriched
SRR454151,AtSha18G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp,ASV_351,rhizosphere_enriched
SRR513921,Ler3_F,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._CF136,ASV_1297,rhizosphere_enriched
SRR454147,AtSha14K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_604,rhizosphere_enriched
SRR454134,AtLer20K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_757,rhizosphere_enriched
SRR454135,AtLer21K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Kouleothrix,Kouleothrix_aurantiaca,ASV_10523,rhizosphere_enriched
SRR454136,AtLer25K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_1320,rhizosphere_enriched
SRR454139,AtLer34G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,ASV_134,rhizosphere_enriched
SRR454141,AtLer3K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Herpetosiphonaceae,Herpetosiphon,Herpetosiphon_aurantiacus_DSM_785,ASV_418,rhizosphere_enriched
SRR454143,AtLer4K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Kouleothrix_aurantiaca,ASV_418,rhizosphere_enriched
SRR454146,AtSha13K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Gammaproteobacteria,Burkholderiales,,,,ASV_113,rhizosphere_enriched
SRR454149,AtSha16G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,ASV_351,rhizosphere_enriched
SRR454152,AtSha19K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Actinocorallia_herbida,ASV_604,rhizosphere_enriched
SRR454153,AtSha20K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Chloroflexales,,,,ASV_1275,rhizosphere_enriched
SRR454154,AtSha21K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,Chloroflexales,,,,ASV_604,rhizosphere_enriched
SRR454155,AtSha34G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,Chloroflexales,,,,ASV_134,rhizosphere_enriched
SRR454156,AtSha36G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Gammaproteobacteria,Burkholderiales,,,,ASV_134,rhizosphere_enriched
SRR454158,AtSha3K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Actinobacteriota,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,,ASV_32,rhizosphere_enriched
SRR454159,AtSha4K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Kouleothrix_aurantiaca,ASV_418,rhizosphere_enriched
SRR454161,AtWild2,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Kouleothrix_aurantiaca,ASV_219,rhizosphere_enriched
SRR454162,AtWild3,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Kouleothrix_aurantiaca,ASV_219,rhizosphere_enriched
SRR454145,AtLer6G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,Methylibium_sp._NZG,ASV_134,rhizosphere_enriched
SRR513919,Ler1_F,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._CF136,ASV_1297,rhizosphere_enriched
SRR513920,Ler2_F,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._CF136,ASV_1297,rhizosphere_enriched
SRR513922,Sha1_F,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Flavobacteriaceae,Flavobacterium,Pseudomonas_sp._m1(2006),ASV_3,rhizosphere_enriched
SRR513923,Sha2_F,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._CF136,ASV_1297,rhizosphere_enriched
SRR454237,R_AtSha16G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_748,rhizosphere_enriched
SRR454140,AtLer36G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhizobacter,Methylibium_sp._NZG,ASV_134,rhizosphere_enriched
SRR454238,R_AtSha17G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_1007,rhizosphere_enriched
SRR454229,R_AtLer36G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6519,,,,ASV_501,rhizosphere_enriched
SRR454235,R_AtSha13K,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6519,,,,ASV_514,rhizosphere_enriched
SRR454227,R_AtLer34G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_501,rhizosphere_enriched
SRR454246,R_AtWild1,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6519,,,,ASV_219,rhizosphere_enriched
SRR454224,R_AtLer25K,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_514,rhizosphere_enriched
SRR454247,R_AtWild2,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_640,rhizosphere_enriched
SRR454228,R_AtLer35G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6519,,,,ASV_501,rhizosphere_enriched
SRR454243,R_AtSha34G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_501,rhizosphere_enriched
SRR454132,AtLer18G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp,ASV_351,rhizosphere_enriched
SRR454220,R_AtLer17G,endosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Chloroflexi,TK10,bacterium_Ellin6543,,,,ASV_4537,rhizosphere_enriched
SRR454128,AtLer14K,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_501,rhizosphere_enriched
SRR454131,AtLer17G,rhizosphere,Arabidopsis-Bulgarelli-Nature,Arabidopsis,Arabidopsis[01],cabbage family,Bulgarelli,glasshouse,799F-1193R,https//doi.org/10.1038/nature11336,FastDNA Spin Kit,Germany,454,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,,,ASV_351,rhizosphere_enriched
