Run,niche,niche_category,source_folder,my_host,my_host[number],host_category,author,exp_type_location,16S_region,doi,DNA_isolation_method,country_of_sampling,seq_platforrm,the most abundant kingdom,the most abundant phylum,the most abundant class,the most abundant order,the most abundant family,the most abundant genus,the most abundant species/strain,the most abundant ASV,Actino_enrichment
SRR17530696,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Gaiella,,ASV_28,rhizosphere_enriched
SRR17530699,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_28,rhizosphere_enriched
SRR17530703,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,,ASV_28,rhizosphere_enriched
SRR17530707,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Enterobacteriaceae,Enterobacter,,ASV_4,rhizosphere_enriched
SRR17530851,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_477,rhizosphere_enriched
SRR17530939,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Gaiella,,ASV_28,rhizosphere_enriched
SRR17530276,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_734,rhizosphere_enriched
SRR17530605,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._m1(2006),ASV_3,rhizosphere_enriched
SRR17530843,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Pseudomonadaceae,,,ASV_3,rhizosphere_enriched
SRR17530354,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_615,rhizosphere_enriched
SRR17530720,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,ASV_189,rhizosphere_enriched
SRR17530727,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,ASV_240,rhizosphere_enriched
SRR17530694,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,ASV_28,rhizosphere_enriched
SRR17530702,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,,,ASV_28,rhizosphere_enriched
SRR17530714,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,ASV_28,rhizosphere_enriched
SRR17531130,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,ASV_4,rhizosphere_enriched
SRR17531137,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,,ASV_3,rhizosphere_enriched
SRR17531140,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,SC-I-84,,,ASV_3,rhizosphere_enriched
SRR17530618,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Pseudomonadaceae,Pseudomonas,,ASV_3,rhizosphere_enriched
SRR17530840,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._m1(2006),ASV_3,rhizosphere_enriched
SRR17531155,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas_sp._m1(2006),ASV_3,rhizosphere_enriched
SRR17530347,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_535,rhizosphere_enriched
SRR17530704,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Actinobacteriota,Gammaproteobacteria,Burkholderiales,Gaiellaceae,Gaiella,,ASV_28,rhizosphere_enriched
SRR17530712,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,ASV_28,rhizosphere_enriched
SRR17530728,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,ASV_535,rhizosphere_enriched
SRR17530601,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lelliottia,Pantoea_agglomerans,ASV_2,rhizosphere_enriched
SRR17530625,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Actinobacteriota,Gammaproteobacteria,Burkholderiales,,,,ASV_4,rhizosphere_enriched
SRR17530708,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_266,rhizosphere_enriched
SRR17530710,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gaiellaceae,Gaiella,,ASV_28,rhizosphere_enriched
SRR17530713,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_28,rhizosphere_enriched
SRR17530717,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,ASV_28,rhizosphere_enriched
SRR17530938,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_28,rhizosphere_enriched
SRR17531158,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_734,rhizosphere_enriched
SRR17530617,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_257,rhizosphere_enriched
SRR17530844,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Rhizobiales,,,,ASV_3,rhizosphere_enriched
SRR17530349,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_535,rhizosphere_enriched
SRR17530355,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,,,ASV_240,rhizosphere_enriched
SRR17530353,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,,,,ASV_240,rhizosphere_enriched
SRR17530726,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,,ASV_4,rhizosphere_enriched
SRR17530849,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,,ASV_3,rhizosphere_enriched
SRR17530719,rhizosphere,rhizosphere,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia_solanacearum_MolK2,ASV_33,rhizosphere_enriched
SRR17530628,endosphere,stem,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._SAP38_2,ASV_8,rhizosphere_enriched
SRR17530761,endosphere,stem,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_kirstenboschensis,ASV_17,rhizosphere_enriched
SRR17530972,endosphere,stem,corn-Zhang-NatComm,corn,corn[02],cereal,Zhang,field,799F-1193R,https//doi.org/10.1038/s41467-022-31113-w,FastDNA Spin Kit,China,Novaseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._SAP38_2,ASV_8,rhizosphere_enriched
SRR18307849,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Caulobacteraceae,Asticcacaulis,Asticcacaulis_benevestitus_DSM_16100_=_ATCC_BAA-896,ASV_462,not_assessed
SRR18307851,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Asticcacaulis,Massilia_putida,ASV_8951,not_assessed
SRR18307848,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Massilia_putida,ASV_4721,not_assessed
SRR18307850,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Duganella_radicis,ASV_13840,not_assessed
SRR18307856,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Duganella,Massilia_putida,ASV_720,not_assessed
SRR18307858,Cultivation Media2,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudonocardiales,Pseudonocardiaceae,Actinophytocola,Labedaea_rhizosphaerae,ASV_1575,not_assessed
SRR18307854,Cultivation Media2,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_sp._I15B-00864,ASV_4,not_assessed
SRR18307857,Cultivation Media2,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_albidiflava,ASV_3824,not_assessed
SRR18307865,Cultivation Media1,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Pseudomonas,Duganella_radicis,ASV_12506,not_assessed
SRR18307852,Cultivation Media2,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Pseudomonadaceae,Pseudomonas,Pseudomonas_fluorescens,ASV_43,not_assessed
SRR18307853,Cultivation Media2,rhizosphere,cucumber-Zhou-Front,cucumber,cucumber[01],other,Zhou,glasshouse,799F-1193R,https//doi.org/10.3389/fmicb.2022.878409,TIANGEN,China,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,Massilia_albidiflava,ASV_3018,not_assessed
SRR24684897,pooled_nodules,nodule,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium_sp._Root1471,ASV_11,not_significant
SRR24684855,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._Era35,ASV_762,not_significant
SRR24684762,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,Piscinibacter_defluvii,ASV_173,not_significant
SRR24684764,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Leptothrix_sp._oral_clone_AV011a,ASV_173,not_significant
SRR24684848,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Burkholderia-Caballeronia-Paraburkholderia,Ideonella_sp,ASV_762,not_significant
SRR24684863,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Ideonella,Piscinibacter_defluvii,ASV_173,not_significant
SRR24684865,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Piscinibacter_defluvii,ASV_173,not_significant
SRR24684874,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Burkholderia-Caballeronia-Paraburkholderia,Ideonella_sp,ASV_33,not_significant
SRR24684853,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._E7m39,ASV_141,not_significant
SRR24684774,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._E7m39,ASV_141,not_significant
SRR24684780,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Burkholderia_sp._E7m39,ASV_141,not_significant
SRR24684859,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,Burkholderia_sp._E7m39,ASV_141,not_significant
SRR24684877,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhizobiaceae,Mesorhizobium,Mesorhizobium_sp._Root1471,ASV_11,not_significant
SRR24684850,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Burkholderia_sp._Era35,ASV_512,not_significant
SRR24684856,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhizobiaceae,Duganella,Burkholderia_sp._Era35,ASV_512,not_significant
SRR24684716,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Burkholderia_sp._Era35,ASV_512,not_significant
SRR24684849,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Burkholderiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Neorhizobium_galegae,ASV_512,not_significant
SRR24684698,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Neorhizobium_galegae,ASV_182,not_significant
SRR24684700,rhizosphere,rhizosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Pseudomonas_sp._m1(2006),ASV_3,not_significant
SRR24684697,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Neorhizobium_galegae,ASV_182,not_significant
SRR24684724,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium_leguminosarum_bv._viciae_UPM1131,ASV_47,not_significant
SRR24684725,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Rhizobium_leguminosarum_bv._viciae_UPM1131,ASV_47,not_significant
SRR24684766,endosphere,endosphere,Lotus-Tao,Lotus,Lotus[01],other,Tao,glasshouse,799F-1192R,10.1038/s41467-024-47752-0,FastDNA Spin Kit,Denmark,Miseq,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,Neorhizobium_galegae,ASV_152,not_significant
